,Apparel,Automotive,Beauty,Beverage,Business,Construction,Dining,Education,Financial,Food,Health and Medicine,Household,Shopping and Retail,Toiletries,Tourism and Travel,Transport and Logistics,Slogan,EncodedValues
2707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Excellence in graphic communications,"[591500000, 443000000, 575500000]"
2708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The one to copy,"[565499999, 291000000, 511500000]"
2709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your print department,"[549000000, 262000000, 575000000]"
2710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Exceeding expectations,"[610000000, 450000000, 505000000]"
2711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Looking for a customer focused printer,"[575500000, 354000000, 613500000]"
2712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Going beyond,"[0, 0, 0]"
2713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where design and print come to life,"[619250000, 396250000, 607500000]"
2714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Experts in print,"[565000000, 274000000, 667000000]"
2715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Putting your ideas into print,"[635000000, 370000000, 639000000]"
2716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,From design to delivery,"[640000000, 399500000, 558500000]"
2717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your advantage is our location,"[624000000, 426500000, 669000000]"
2718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Relax You re at Bayside,"[0, 0, 0]"
2719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where technology craftsmanship meet,"[616999999, 428333333, 579666666]"
2720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality printing Delivered fast,"[534999999, 274000000, 509000000]"
2721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Our people make the difference,"[556000000, 353000000, 568666666]"
2722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology in print,"[565000000, 274000000, 667000000]"
2723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,One Two Three Done,"[0, 0, 0]"
2724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The one printer you need to know,"[600250000, 331500000, 562750000]"
2725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For all your printing requirements,"[522499999, 300500000, 469500000]"
2726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We re more than just copies And we do it right,"[598333333, 394000000, 606000000]"
2727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A better way to print,"[578000000, 282000000, 575000000]"
2728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not producing creating,"[0, 0, 0]"
2729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You create We print,"[675500000, 450000000, 683500000]"
2730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Increase your reach,"[578000000, 335000000, 572000000]"
2731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Miracles in print,"[565000000, 274000000, 667000000]"
2732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The complete printing solution,"[605000000, 320000000, 626333333]"
2733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consider the possibilities,"[655000000, 484999999, 577000000]"
2734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thinking ink since 1981,"[565000000, 373000000, 632000000]"
2735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,On paper we re No 1,"[542000000, 352000000, 564000000]"
2736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A full service printing experience,"[626750000, 322000000, 585500000]"
2737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The print people,"[567500000, 325500000, 603500000]"
2738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,So much more than print,"[565000000, 274000000, 667000000]"
2739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Turning bright ideas into brilliant labels,"[654500000, 474749999, 628250000]"
2740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More than ink Solutions,"[565000000, 373000000, 632000000]"
2741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More than you expect,"[595000000, 486000000, 488999999]"
2742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,It's what we know,"[682000000, 324000000, 578000000]"
2743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The printing people,"[552500000, 325500000, 524500000]"
2744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making life simpler,"[668000000, 559000000, 589000000]"
2745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Proud of our past Printing for the future,"[588500000, 501999999, 535500000]"
2746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Focusing on Outcome not Output,"[0, 0, 0]"
2747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your one stop printing solution,"[561750000, 346000000, 556000000]"
2748,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,When quality really matters,"[634000000, 384999999, 629000000]"
2749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,One company Limitless solutions,"[597000000, 379000000, 576500000]"
2750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You can relax Because Allied doesn t,"[711500000, 276000000, 669000000]"
2751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Here to help you grow faster,"[661500000, 344500000, 619500000]"
2752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We design We print We care,"[669666666, 311999999, 634333333]"
2753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All good things printed,"[672000000, 354500000, 591000000]"
2754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We bring print to life,"[600333333, 420666666, 609333333]"
2755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bringing your print to life,"[616500000, 416500000, 627999999]"
2756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Expert printing Listening to you,"[534999999, 274000000, 509000000]"
2757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Personal service Professional results,"[647000000, 354500000, 573000000]"
2758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The power of us,"[597000000, 541000000, 617000000]"
2759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The first name in printing packaging,"[586249999, 349500000, 549250000]"
2760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True print solutions,"[597500000, 351500000, 660000000]"
2761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Reliable perfection,"[659000000, 555000000, 642000000]"
2762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Labels that enhance your image,"[610000000, 376000000, 631000000]"
2763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The first last step in printing,"[612000000, 370666666, 582333333]"
2764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The printing professionals,"[582000000, 357000000, 591500000]"
2765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Artisans in manufacturing,"[500000000, 450000000, 567000000]"
2766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Buy local Spend it here Keep it here,"[677000000, 380000000, 668000000]"
2767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We deliver tomorrow today,"[600000000, 475000000, 674000000]"
2768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality printing for less,"[534999999, 274000000, 509000000]"
2769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Printing exactly what you want for less,"[600000000, 529000000, 539000000]"
2770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We take care of print you take care of business,"[600833333, 347166666, 580000000]"
2771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The professional approach to security,"[605000000, 435666666, 625666666]"
2772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G4S Securing your world,"[646000000, 455000000, 512000000]"
2773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Keeping what's yours yours Group 4,"[0, 0, 0]"
2774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Businesslike partner in security,"[676000000, 394500000, 600000000]"
2775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We protect your business,"[615500000, 370500000, 559000000]"
2776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Professionals in protection,"[673000000, 432000000, 671000000]"
2777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Covenant Mission first customer always,"[659500000, 415000000, 627000000]"
2778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nothing less than the best,"[0, 0, 0]"
2779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We do more,"[541000000, 367000000, 635000000]"
2780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We keep watch so you don't have to,"[587666666, 344000000, 599333333]"
2781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Keeping watch so you don't have to,"[565500000, 344500000, 613500000]"
2782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your security is our commitment,"[637000000, 422499999, 600000000]"
2783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The leader in protecting people and places,"[593333333, 408333333, 607666666]"
2784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Our business is protecting yours,"[548000000, 371000000, 534999999]"
2785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Securing your business is our business,"[548000000, 371000000, 534999999]"
2786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Noone but us,"[0, 0, 0]"
2787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Elite training Trusted protection,"[596000000, 421000000, 648500000]"
2788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Trusted Everyday Everywhere,"[0, 0, 0]"
2789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The future of security,"[654500000, 476000000, 576500000]"
2790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We guard We protect We secure,"[659999999, 363333333, 563000000]"
2791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fire and security safe in our hands,"[666999999, 377000000, 636333333]"
2792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Securing all you value,"[718000000, 579000000, 624000000]"
2793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protecting your future,"[668000000, 533000000, 553000000]"
2794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The standard for excellence,"[631500000, 445500000, 627000000]"
2795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beyond ordinary,"[505000000, 286000000, 589000000]"
2796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hire the best We do,"[541000000, 367000000, 635000000]"
2797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your complete security solution,"[640333333, 368333333, 656666666]"
2798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protecting what's important to you,"[682000000, 471000000, 639000000]"
2799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making it right every time,"[646000000, 420500000, 576000000]"
2800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We make people feel safe,"[644000000, 365750000, 608250000]"
2801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality service at a competitive rate Guaranteed,"[598666666, 427333333, 527666666]"
2802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Strong friendly reliable for all your security needs,"[675000000, 397249999, 634500000]"
2803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Our security Worx Does yours,"[641000000, 419000000, 600000000]"
2804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Keep us in mind for your safe keeping,"[720000000, 409500000, 665000000]"
2805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All your security needs under one roof,"[560750000, 348250000, 591750000]"
2806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your world is more secure with us,"[677000000, 407500000, 606000000]"
2807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your safety is our first priority,"[688000000, 451666666, 625666666]"
2808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your security is our pledge,"[575000000, 407000000, 600000000]"
2809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Professional security services you can trust,"[672250000, 364500000, 618000000]"
2810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Service you can count on,"[615000000, 272000000, 580500000]"
2811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The right officer every time,"[594333333, 426333333, 530999999]"
2812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Flexible focused and your first responder,"[733000000, 490000000, 638000000]"
2813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Providing professional security in an insecure world,"[536500000, 442750000, 537000000]"
2814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We care as much as you do,"[652500000, 317000000, 645500000]"
2815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We are passionate about adding value to our customers lives,"[672250000, 527750000, 622750000]"
2816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The ultimate choice for your security needs,"[599000000, 411999999, 584249999]"
2817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Providing you with the right solutions for all your security needs,"[637000000, 428749999, 618750000]"
2818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak your language,"[614500000, 394500000, 663000000]"
2819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Word matters Word masters,"[577000000, 422499999, 514499999]"
2820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unlock the world,"[646000000, 455000000, 512000000]"
2821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helping you talk to the world,"[655000000, 396500000, 578000000]"
2822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,What language barrier,"[542500000, 420000000, 612500000]"
2823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Experience you can trust,"[682500000, 372000000, 669500000]"
2824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We help you speak to the world,"[644000000, 434333333, 596666666]"
2825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Any subject in any language,"[585500000, 395000000, 687000000]"
2826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In words we trust,"[650500000, 415000000, 658500000]"
2827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Think Translate Captivate,"[0, 0, 0]"
2828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nothing gets lost in the translation,"[475666666, 442000000, 516666666]"
2829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translating for you,"[0, 0, 0]"
2830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Every word matters,"[579500000, 402500000, 617000000]"
2831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak your customer's language,"[614500000, 394500000, 663000000]"
2832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We have a way with words,"[584666666, 347333333, 559000000]"
2833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The language professionals,"[633500000, 405000000, 705500000]"
2834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your message Clearly delivered,"[618000000, 381000000, 678000000]"
2835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You deserve to understand,"[672500000, 401000000, 651500000]"
2836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation is not just words,"[577000000, 400000000, 622000000]"
2837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Go global with confidence,"[614000000, 387000000, 563500000]"
2838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,When language develops a style,"[659500000, 415000000, 742000000]"
2839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your custom translation partner,"[601666666, 405999999, 585333333]"
2840,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your personal language partner,"[652666666, 365666666, 603000000]"
2841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,There are no impossible tasks for us,"[477500000, 417500000, 484000000]"
2842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging success,"[749000000, 580000000, 638000000]"
2843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We'll take you global,"[519500000, 410999999, 480000000]"
2844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Words connecting worlds,"[646000000, 455000000, 512000000]"
2845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protecting your reputation worldwide,"[563000000, 500000000, 558000000]"
2846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We are fluent,"[653000000, 390000000, 574000000]"
2847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mutual understanding,"[714000000, 309000000, 731000000]"
2848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your vision Worldwide,"[679000000, 318000000, 627000000]"
2849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We have a good translation practice,"[627999999, 354000000, 606000000]"
2850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Uniting cultures and commerce,"[574500000, 400500000, 527999999]"
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Love your language,"[638000000, 370000000, 737000000]"
2852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Many languages One solution,"[634000000, 399500000, 695000000]"
2853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Meeting all your Spanish language needs,"[591500000, 368500000, 621500000]"
2854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Probably the best translations in the world,"[605500000, 451500000, 556000000]"
2855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Finding a common language,"[616000000, 306500000, 660000000]"
2856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak your industry's language,"[614500000, 394500000, 663000000]"
2857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak your language We serve your industry,"[568000000, 396000000, 609500000]"
2858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Perfect language of your equipment,"[600000000, 337000000, 628500000]"
2859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Be understood in over 30 languages,"[638000000, 370000000, 737000000]"
2860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The right words at the right time,"[650250000, 435250000, 622500000]"
2861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality results,"[611000000, 413999999, 613000000]"
2862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation for engineers by engineers,"[579000000, 422000000, 653000000]"
2863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bringing the Swedish market to you,"[621000000, 355000000, 577000000]"
2864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bringing you a world of language,"[642000000, 412500000, 624500000]"
2865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Better translation Better value,"[641500000, 513500000, 612000000]"
2866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translating global business,"[552500000, 370500000, 505999999]"
2867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Be understood,"[0, 0, 0]"
2868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality translations by real people,"[614666666, 410000000, 576333333]"
2869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You train We translate,"[601500000, 340000000, 563500000]"
2870,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The wor l'd is yours,"[0, 0, 0]"
2871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your words their language,"[607499999, 385000000, 679500000]"
2872,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Don't be lost in translation,"[478666666, 434000000, 511666666]"
2873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation you can trust,"[682500000, 372000000, 669500000]"
2874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Working for you and working with you,"[0, 0, 0]"
2875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True style in any language,"[659500000, 415000000, 742000000]"
2876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Professional Accurate Fast,"[0, 0, 0]"
2877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accurate fast reliable,"[730000000, 376000000, 672000000]"
2878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In the heart of communication,"[684000000, 461500000, 593000000]"
2879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We deliver your message to the world,"[621333333, 437000000, 621333333]"
2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your thoughts our words,"[626500000, 408000000, 618500000]"
2881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making international e business easy,"[620000000, 382666666, 582333333]"
2882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Understanding the world,"[646000000, 455000000, 512000000]"
2883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For all your translation needs,"[555000000, 407500000, 552999999]"
2884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation services for all occasions,"[664000000, 387000000, 542500000]"
2885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For all your language requirements,"[574000000, 348500000, 583500000]"
2886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Weaving words,"[577000000, 400000000, 622000000]"
2887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Speaking worldish,"[0, 0, 0]"
2888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rising to meet every translation need,"[573000000, 395333333, 565000000]"
2889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The home of professional translation,"[647333333, 422000000, 650333333]"
2890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak write and smile in all languages,"[665750000, 408000000, 656500000]"
2891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Any time Any where Any language,"[599000000, 355500000, 586500000]"
2892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We enable people to communicate,"[570333333, 383666666, 588333333]"
2893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your local global partner,"[648333333, 373333333, 581666666]"
2894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Many translate Few transform,"[586000000, 380500000, 584000000]"
2895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The only agency for the good guys,"[652666666, 384666666, 547333333]"
2896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Because meaning turns on a word,"[589000000, 384333333, 621000000]"
2897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Go global Stay local,"[617000000, 375000000, 572500000]"
2898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Always there,"[0, 0, 0]"
2899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helping businesses communicate worldwide,"[588000000, 375000000, 607499999]"
2900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Connecting services with communities,"[646000000, 337500000, 622000000]"
2901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making the world smaller,"[646000000, 455000000, 512000000]"
2902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We bring the world closer to you,"[607000000, 442000000, 542000000]"
2903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Language of improvement,"[653000000, 495000000, 660000000]"
2904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language gap,"[564500000, 365000000, 604000000]"
2905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language divide,"[558000000, 416000000, 614000000]"
2906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the world's languages,"[638000000, 370000000, 737000000]"
2907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Confidence in a translated world,"[646000000, 455000000, 512000000]"
2908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We will melt away the ice of misunderstanding,"[504749999, 343000000, 494999999]"
2909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We make foreign languages easy to understand,"[629599999, 402800000, 637600000]"
2910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Passionate about Asian languages,"[638000000, 370000000, 737000000]"
2911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The language of your choice,"[637000000, 361000000, 696500000]"
2912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translations that mean business,"[395500000, 426000000, 476000000]"
2913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crystal clarity in Turkish translations,"[645500000, 406000000, 629500000]"
2914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Say what you mean,"[243000000, 480999999, 417000000]"
2915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality Service Accuracy,"[0, 0, 0]"
2916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your gateway to global business,"[560000000, 374000000, 542666666]"
2917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clear communication,"[673000000, 416000000, 643000000]"
2918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beyond the language barrier,"[542500000, 420000000, 612500000]"
2919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Askus means business in any language,"[476333333, 407333333, 563000000]"
2920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crossing the language barrier,"[542500000, 420000000, 612500000]"
2921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dissolving the language barrier,"[542500000, 420000000, 612500000]"
2922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language barrier,"[542500000, 420000000, 612500000]"
2923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the world by breaking the language barrier,"[577000000, 431666666, 579000000]"
2924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We understand the texts we work on,"[607666666, 377666666, 638666666]"
2925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,With us language differences are not remarkable,"[615000000, 371666666, 615000000]"
2926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Effective communication your key to global success,"[650250000, 439000000, 608250000]"
2927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A new way to spell SUCCESS in all the world's languages,"[653750000, 397250000, 600000000]"
2928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Smart and good looking,"[789000000, 366000000, 641000000]"
2929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We are creative,"[706000000, 486000000, 678000000]"
2930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Empowering your web identity,"[576000000, 426999999, 513500000]"
2931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creating websites that engage users,"[567666666, 402333333, 588666666]"
