,Apparel,Automotive,Beauty,Beverage,Business,Construction,Dining,Education,Financial,Food,Health and Medicine,Household,Shopping and Retail,Toiletries,Tourism and Travel,Transport and Logistics,Slogan
2862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The right words at the right time
2863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality results
2864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation for engineers by engineers
2865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bringing the Swedish market to you
2866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bringing you a world of language
2867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Better translation Better value
2868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translating global business
2869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Be understood
2870,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality translations by real people
2871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You train We translate
2872,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The wor l'd is yours
2873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your words their language
2874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Don't be lost in translation
2875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation you can trust
2876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Working for you and working with you
2877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True style in any language
2878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Professional Accurate Fast
2879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accurate fast reliable
2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In the heart of communication
2881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We deliver your message to the world
2882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your thoughts our words
2883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making international e business easy
2884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Understanding the world
2885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For all your translation needs
2886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translation services for all occasions
2887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For all your language requirements
2888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Weaving words
2889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Speaking worldish
2890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rising to meet every translation need
2891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The home of professional translation
2892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We speak write and smile in all languages
2893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Any time Any where Any language
2894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We enable people to communicate
2895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your local global partner
2896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Many translate Few transform
2897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The only agency for the good guys
2898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Because meaning turns on a word
2899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Go global Stay local
2900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Always there
2901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helping businesses communicate worldwide
2902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Connecting services with communities
2903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Making the world smaller
2904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We bring the world closer to you
2905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Language of improvement
2906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language gap
2907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language divide
2908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the world's languages
2909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Confidence in a translated world
2910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We will melt away the ice of misunderstanding
2911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We make foreign languages easy to understand
2912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Passionate about Asian languages
2913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The language of your choice
2914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Translations that mean business
2915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crystal clarity in Turkish translations
2916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Say what you mean
2917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality Service Accuracy
2918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your gateway to global business
2919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clear communication
2920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beyond the language barrier
2921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Askus means business in any language
2922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crossing the language barrier
2923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dissolving the language barrier
2924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the language barrier
2925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bridging the world by breaking the language barrier
2926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We understand the texts we work on
2927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,With us language differences are not remarkable
2928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Effective communication your key to global success
2929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A new way to spell SUCCESS in all the world's languages
2930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Smart and good looking
2931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We are creative
2932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Empowering your web identity
2933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creating websites that engage users
2934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We create the web
2935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Let's make something great
2936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We create memorable digital experiences
2937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creativity never end
2938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Impressive web marketing solutions
2939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The heart of your website
2940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where passion meets profession
2941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The web is our playground
2942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The web is your sandbox
2943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Imagination turns to innovation
2944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where expectations meet excellence
2945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Calgary web design experts
2946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Taking your business to the web
2947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The business for your business online
2948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Web paradigm shift
2949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Redefining the Internet
2950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Empowering people and business
2951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where our solutions become your internet reality
2952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Websites Done right
2953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,World class web design
2954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creativity simplified
2955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We put zest in your business
2956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Auxilium We are the missing element
2957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Imagination creativity and finesse
2958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Web solutions that build businesses
2959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Custom websites at affordable prices
2960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A most excellent technology
2961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We make up the news so you don't have to
2962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Experience digital innovation
2963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Web design done right
2964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Solution through quality and technology
2965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pixels with purpose
2966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The future of business
2967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Digital agency of a flat world
2968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vision for detail
2969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Website solutions that work
2970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Results driven websites
2971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All you internet marketing needs in one place
2972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The goal isn't to build a website The goal is to build your business
2973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Innovation starts with us
2974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We make websites for everyone
2975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Building smarter websites
2976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Inspiring web
2977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,That just happened
2978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beautiful creative solutions
2979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creative alternative solutions
2980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Architech of your web space
2981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We simplify the internet
2982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your full service web solutions company
2983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Modern responsive websites
2984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The bespoke Wordpress studio
2985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,It's how the world sees you
2986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Plant Bloom Thrive
2987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creative flexible and affordable website design
2988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Affordable websites that work
2989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ideas as infinite as space
2990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Intelligent websites Real results
2991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Revenue through results
2992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A web communications practice
2993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Simply put we are very good at what we do
2994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Advancing beyond
2995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Delivering success with every solution
2996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Inspired web solutions
2997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Creating online environments
2998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Building your success online
2999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where creativity meets technology
3000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Open up your business to new possibilities
3001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We turn good ideas into great products
3002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Getting your message to the world
3003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thinking forward
3004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No one should go the web alone
3005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your technology partner
3006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your growth partner
3007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your partner for digital growth
3008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your creative web development partner
3009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your strategic online business partner
3010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Design Innovate Create
3011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your website built for business
3012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Websites you can manage
3013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Transforming ideas
3014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your key to the web world
3015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where affordability meets professionalism
3016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Let's begin with Grid
3017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Towards the goal
3018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Infinite possibilities
3019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Design thinking
3020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Powerful websites for growing companies
3021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We build great websites
3022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,If you can think it we can web it
3023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Increase your exposure customers sales
3024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consider Shape Influence Shine
3025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Web design for online success
3026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Building business online
3027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Are you ready
3028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The art of web development design
3029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I focus on the details
3030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I see things a little differently
3031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Digital thinking
3032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We build intelligent and beautiful websites
3033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Digital creation
3034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Perfect productive
3035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I build things in the pixel aether
3036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Working to expand your business one pixel at a time
3037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The internet is an ocean Let me help you build your ship and navigate the waters
3038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Leading through innovation
3039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A better place to think about business
3040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Change lives Change organizations Change the world
3041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shape the future Make a difference
3042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In the world for the world
3043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A great place to learn
3044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The business school for the world
3045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We develop leaders who develop people who develop business
3046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lift your career beyond expectations
3047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The more you know the more you dare
3048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The MBA that builds character
3049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Local roots global reach
3050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We don't teach We develop what's already inside you
3051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Learning the practical value of knowledge
3052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Business in a whole new light
3053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,America's first business university
3054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Get plugged in to the world
3055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Opening worlds
3056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The thinking manager's MBA
3057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Take control of your career
3058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Excellence through learning
3059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spirit of innovation
3060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We have the degree that works For business
3061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,China depth global breadth
3062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The learning interface
3063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We re all business
3064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Executive education that works
3065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The learning experience of a lifetime
3066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Think Knowledge into action
3067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knowledge into action
3068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You have the answer
3069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,My business attitude innovation responsibility humanism
3070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Acting first
3071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We educate thoughtful business leaders worldwide
3072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An environment of performance
3073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beyond education
3074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A world of opportunity
3075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Educating entrepreneurs for the world
3076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Qualified for the real world
3077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shaping global leaders for tomorrow
3078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Do you want to go further
3079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We re swift we re smart we re Stern
3080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The latest school of thinking
3081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Triumph in your moment of truth
3082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where theory meets practice
3083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Inspiring you to be an inspiration
3084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Take on the world
3085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In the heart of Birmingham
3086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,At the very center of business
3087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The power of possibility
3088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Learning that powers performance
3089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Better business thinking
3090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Makers of business leaders
3091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,In the real world
3092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where the determined succeed
3093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Real world Real learning
3094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A new school of thought
3095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your intelligent option
3096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Global Business Leaders
3097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seize the moment Take up the challenge
3098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Belgians secret weapon
3099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Educating leaders for business and society
3100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Leadership energy
3101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Developing leaders in a time of relentless change
3102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Netherlands business school
3103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Learn everywhere Manage anywhere
3104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Building dynamic minds
3105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Educating business leaders since 1910
3106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The business school that thinks and lives in the future
3107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Connect now
3108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The business school founded by business
3109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ESMT Learning for leading
3110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,London experience World impact
3111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Transforming futures
3112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Leadership for a changing world
3113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arrive prepared
3114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Forward thinking
3115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thought leadership Business results
3116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Think and work differently
3117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Access the power of new ideas
3118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Learn from the leaders
3119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,You are ready
3120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Truly global
3121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Preparing global leaders
3122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ranked 1st in Latin America
3123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Learn here lead anywhere
3124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,On course to excellence
3125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The globally networked management school
3126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The new world of business is here
3127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Leadership for the global marketplace
3128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Black Decker Powerful solutions
3129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Does it better
3130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Who needs a man when you can DIY
3131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gets everywhere Does everything
3132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bosch Best built guaranteed
3133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Truly professional
3134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Power and versatility within reach
3135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DeWalt Guaranteed tough
3136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Guaranteed tough tools
3137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Milwaukee Nothing but heavy duty
3138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Do it right Do it with Skil
3139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gets the job done
3140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Skil Everything you need
3141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Porter Cable Redefining performance
3142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hilti Outperform Outlast
3143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Quality never compromised
3144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tougher faster more advanced
3145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ryobi Designed to do more
3146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A cut above
3147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Power tools that won't quit
3148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Metabo Work Don't play
3149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kobalt Next generation of tough tools
3150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sets the standard in mechanics tools
3151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The highest standard Yours
3152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tools you'll love for the jobs you don t
3153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stanley Make something great
3154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helps you do things right
3155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Leatherman Leave nothing undone
3156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The pocket survival tool
3157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Any time Anywhere Any job
3158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bahco True professionals true tools
3159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,For professionals Since 1857
3160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wera Tools From ideas
3161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The best tools for the job
3162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More than just a tool company
3163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Draper Made for the trade
3164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Guaranteed quality since 1919
3165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stahlwille Key to success
3166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stabila Sets standards
3167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kapro Tools with vision
3168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knipex The pliers company
3169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The think tank
3170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Always a good connection
3171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We build reputations
3172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ridgid Tools for the professional
3173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The right tools since 1945
